session_id,treatment,participant_gender,participant_age,participant_degree,participant_ethnicity,participant_politics,ml_fam,cj_fam,confidence,relative_confidence,self_reported_influence,self_reported_exp_usefulness,self_reported_ra_accuracy,self_reported_ra_fairness,self_reported_exp_ability,accountability,open_response_1,open_response_2,influence,participant_brier_score,false_positive_participant,ra_brier_score,false_positive_ra_black,false_positive_ra_white,false_positive_ra_diff,session_submit_time
34X6J5FLPTYTDQBHCXCGOUBTGD6QJQ,5,Female,5,8,African-American,Democrat,3,3,3,3,3,4,3,3,3,3,,,0.633333333,0.802,5,0.816333333,2,2,0,01:42.2
3WETL7AQWT8TZQQUPKWQACZDOEH53O,3,Female,2,8,Caucasian,Democrat,3,3,3,4,4,4,4,4,3,3,,,0.833333333,0.746333333,0,0.785666667,2,2,0,42:56.1
3RANCT1ZVFHFN0KM5EJ407P5AAVBUK,2,Male,2,8,Caucasian,Republican,3,3,4,4,3,4,3,3,3,3,,,0.7,0.749666667,2,0.783666667,4,1,3,39:27.2
37UEWGM5HT8MUAADZNVAPKPCII91RZ,5,Female,3,9,Asian,Democrat,3,2,3,3,5,3,4,2,3,2,"I look at the crime and the person's profile to make a decision. Then I checked it with the algorithm's risk scores. If they are similar, I just take that score. ",,0.833333333,0.770333333,9,0.793,4,3,1,04:44.6
33OOO72IVHLJXSX3J9PP6V9L9VATCW,0,Male,2,8,Caucasian,Democrat,4,3,5,5,0,0,0,0,0,0,,,,0.661333333,13,0.743,,,,26:14.2
3NLZY2D53PPZ8GZHFIOT49OLJWBLQA,0,Male,2,9,Caucasian,Republican,3,3,4,3,0,0,0,0,0,0,,,,0.651,16,0.752333333,,,,58:32.0
39OWYR0EPKRMHQG7KH2PMIM3MD7YFV,4,Male,3,8,Latino/hispanic,Republican,4,3,3,3,2,3,4,4,4,1,AI is a good reference ,assessments are good,0.6,0.803,3,0.812666667,1,1,0,47:43.7
3NOKK93PR18W57ZKP56PXX9NRA7EEH,1,Male,5,8,Caucasian,Democrat,2,3,3,3,3,3,3,2,3,3,,,0.733333333,0.835,1,0.835,1,0,1,06:12.6
3GM6G9ZBKNXW6E9UWYJ39REX4DBTMK,5,Female,3,4,Caucasian,Independent,1,1,3,3,2,2,3,2,3,3,,,0.733333333,0.803333333,3,0.810666667,2,2,0,24:46.2
3OF2M9AATGOX22IQHEV5G2NAZDCZKS,1,Female,2,8,Caucasian,Democrat,2,2,2,3,4,3,3,3,2,1,I considered it's risk score and then looked at number of past crimes.,,0.6,0.709,2,0.769333333,3,1,2,54:33.9
3RGU30DZTA82SBDPK45Z7LRO5KUJMW,1,Male,3,8,Caucasian,Republican,1,3,3,4,3,4,3,3,4,4,"I would pick my score, then look at the algorithm's prediction.  Sometimes it would be exactly it, max was 2 points off.  Then I would adjust my prediction if it was more than 1 point different.",,0.8,0.776,1,0.776333333,2,0,2,51:01.5
3NC5L260MOMANCC5EUTRKRO1856FO3,5,Male,2,8,Caucasian,Democrat,3,3,4,4,2,5,3,4,5,3,,,0.666666667,0.84,3,0.84,2,2,0,34:51.9
3HPZF4IVNMTFEEWXTFCOEC10PWVCY6,3,Male,2,8,African-American,Republican,2,4,4,4,3,3,4,3,3,4,,,0.8,0.568,12,0.784,3,1,2,43:38.0
3TEM0PF1Q5XSMB6QL3WQ6QPYYML0DS,3,Male,6,4,Two or more,Republican,2,2,3,3,2,1,3,3,3,3,"I considered it, but mainly went on the severity of the crime plus prior convictions. ","I wasn't very confident in that information, such as would have been higher if defendant was 90.  Seemed a bit strange.",0.8,0.792,4,0.802666667,0,1,-1,39:38.9
388U7OUMF71MNLPV34RABF62C680RV,2,Female,3,8,Caucasian,Democrat,2,2,3,4,4,1,3,3,3,4,"I used the algorithm as a sort of baseline, then adjusted my guess based on the other information I was given. ",I skimmed those explanations but didn't really incorporate them. It was a lot of if/then info to parse. It would have been handier if it had been about the actual score and not a hypothetical higher/lower score.,0.733333333,0.801333333,4,0.784333333,2,2,0,29:25.2
3S4AW7T80BISJBCJHLHG16NGO8V4LM,4,Male,3,5,Caucasian,Democrat,2,3,3,3,4,2,4,4,3,2,"I started my assessment from the algorithm's number and then looked at whether it was a felony or not, and the prior convictions. And then drew my number from that.","I didn't pay them a whole lot of mind, mostly I was looking at the crime and prior crimes.",0.8,0.841333333,1,0.828666667,1,0,1,53:13.5
3TEM0PF1Q5XSMB6QL3WQ6QPYYJKD0Y,3,Female,3,8,Asian,Democrat,2,3,3,3,4,3,3,2,3,3,,,0.733333333,0.743,2,0.81,2,1,1,20:20.7
308Q0PEVB8DRQGAPDDGUQY64SEJI9L,2,Male,2,8,African-American,Democrat,4,4,4,4,2,2,2,3,3,3,,,0.7,0.767666667,3,0.762,2,2,0,25:10.6
3A4NIXBJ76Z8N11PNPHCN04G99ZML1,1,Male,3,9,Asian,Something else,2,2,3,3,2,4,3,3,4,2,,,0.8,0.779333333,2,0.832333333,1,1,0,29:18.5
3O6CYIULED17B3IX05F0NL2QLUKWUV,5,Male,2,8,Caucasian,Democrat,5,4,5,5,2,4,4,2,5,3,,,0.666666667,0.803333333,4,0.81,2,1,1,45:29.1
3DHE4R9OCWB2U5JV2G1CVZLA7WW2G2,2,Male,2,8,Caucasian,Democrat,4,4,4,4,4,4,4,3,3,4,na,na,0.9,0.782333333,3,0.789,0,1,-1,03:55.4
30H4UDGLT2IYEMGNFHAJ4HD0FBDMPX,5,Female,4,8,Caucasian,Republican,3,3,3,3,1,2,3,3,3,1,Not at all.  I looked at prior crimes and the likelihood they will commit again.,None,0.666666667,0.629333333,2,0.753666667,3,1,2,32:52.8
35K3O9HUABDOBLZGKGQVFFUN3DTFEB,2,Male,2,5,Caucasian,Republican,3,3,4,3,1,4,4,4,3,2,,,0.766666667,0.711,10,0.801,4,1,3,21:26.8
3R2UR8A0IAGRNY3QEOZDQYO8BQNOXJ,2,Female,4,9,Caucasian,Republican,3,4,5,5,4,4,5,5,5,4,,,0.566666667,0.814333333,4,0.795333333,3,1,2,37:32.4
3VE8AYVF8MX72KPP7D4VN5Y1T02F80,5,Male,2,8,Caucasian,Democrat,2,5,5,5,5,5,5,4,3,3,,,0.7,0.818666667,4,0.818666667,3,1,2,36:03.7
3SPJ03342132MS2337TA1GEVFMOJYN,5,Male,1,8,Caucasian,Democrat,3,3,3,3,3,3,2,3,2,3,,,0.633333333,0.741333333,5,0.825333333,1,0,1,10:17.8
3IGI0VL647KMB4PMCIC4SWXA9QTON7,0,Female,2,9,Caucasian,Democrat,2,3,3,3,0,0,0,0,0,0,How many previous convictions there were; whether it was a felony or a misdemeanor; the type of crime committed,,,0.666666667,2,0.789,,,,28:18.0
3IOEN3P9S7JT8RCT7ZSCEPYGL3J619,1,Female,4,9,Latino/hispanic,Republican,5,5,5,4,5,5,4,5,5,4,,,0.566666667,0.776333333,8,0.773333333,5,0,5,56:21.2
3OLQQLKKNSP4GNLC36HGUDMFWI3JE7,1,Female,4,5,Caucasian,Democrat,2,2,2,3,4,4,4,5,4,3,I thought the score was very good. I used it a lot. I only used a different number if I thought they wrong a little. But overall I thought they were pretty good. Thank you.,,0.7,0.843,4,0.845333333,3,1,2,08:54.5
31QTRG6Q2TDY8351YKYUYC07OK4PY1,5,Male,3,9,Caucasian,Democrat,4,4,4,4,2,4,4,3,4,3,I didn't look at the algorithm until after I thought about my score.,I took great attention to the explanation.,0.8,0.719666667,4,0.769666667,4,0,4,28:06.0
3VBEN272MKZVZ40TWVGIMHYE674SG3,4,Male,2,7,Asian,Democrat,3,3,3,3,4,3,4,4,4,3,,,0.766666667,0.648333333,2,0.729,6,2,4,46:26.1
36TFCYNS44AHVHH3AB4N6PR70N1HXJ,5,Female,6,3,Caucasian,Democrat,2,3,3,3,3,2,3,2,3,2,,,0.7,0.767666667,1,0.795333333,2,1,1,35:34.9
3SNVL38CI4SKU97GP0BX54MPRDNKCC,3,Male,3,8,Caucasian,Independent,2,3,4,4,1,1,1,3,5,5,I didn't factor it into my decision making because I feel like I would be a better judge than a computer. ,I didn't incorporate it into my decision making. ,0.7,0.804,3,0.819,3,1,2,50:20.9
3X4MXAO0BGOFVBQGWBKVIAF6DPHRWA,0,Male,2,9,Caucasian,Republican,5,5,5,5,0,0,0,0,0,0,,,,0.447333333,19,0.764,,,,10:32.4
3OWEPKL089CFQYXNVWV2HABFK4U7NI,3,Female,3,8,Caucasian,Democrat,3,3,3,3,4,4,3,3,4,2,,,0.666666667,0.715333333,3,0.788333333,1,1,0,57:09.3
34FNN24DCM9UFTNIE5PG06VQXBCY5F,3,Male,4,8,Caucasian,Republican,2,5,4,4,3,1,3,5,5,3,I used it as a guide but trusted my own instincts and knowledge of offenders and the criminal justice system more. ,I didn't use them,0.7,0.762666667,4,0.782333333,1,0,1,02:59.3
3SPJ03342132MS2337TA1GEVE2OYJX,2,Female,2,8,Caucasian,Republican,2,2,2,3,2,2,2,3,3,3,If I was unsure on my own assessment I would compare to the algorithm. If they were similar I would go with my original assessment.,I feel like the explanations were made up because they didn't make sense in relation to the scores.,0.833333333,0.774666667,5,0.794,2,2,0,48:15.5
3WI0P0II61SGM5QPFGF5QMQL6VHDR1,2,Male,3,5,Caucasian,Democrat,2,2,3,3,4,5,4,5,5,3,,,0.833333333,0.822666667,3,0.842,1,1,0,28:39.6
3E1QT0TDFP9RCBRF8LAGQ2BT9QX8IJ,4,Male,5,8,Caucasian,Independent,4,4,4,3,2,4,2,3,4,5,I considered the algorithm and then made my own decision.,I went by the harshness of the crime.,0.766666667,0.719333333,4,0.775,1,0,1,54:06.5
39LOEL67OS5CM89WNI3TMW94QCA38W,5,Male,3,8,African-American,Democrat,3,3,4,4,5,4,3,4,2,2,My decisions very much influenced by the algorithm's risk score. ,Highest and lowest risks are also influenced my decisions.,0.766666667,0.78,2,0.812666667,1,2,-1,10:25.9
3E337GFOL98YJR8OOZZWNNO8J9EGNZ,5,Female,1,5,Caucasian,Democrat,3,4,4,3,2,5,1,1,5,1,,,0.7,0.509333333,0,0.808333333,3,0,3,31:02.7
33TIN5LC04ADGGPUHV2XCM0SJFCY93,4,Male,5,9,Caucasian,Independent,4,3,3,3,3,3,3,4,4,3,"I used it to ""sanity"" check my answers.  I didn't find any major departures.  I tended to be within 1-3 points of th algorithm. ",I took it into consideration as to its severity and frequency. ,0.7,0.716666667,4,0.757333333,2,2,0,24:43.8
38F71OA9GTWMN9RT1EEESNZWDZ1FMM,3,Female,4,7,Caucasian,Democrat,2,2,4,3,2,1,4,3,4,4,"I considered all the information and then looked at the algorithm's score.  Sometimes I felt it was too harsh, giving the defendant a high score when their age and prior crimes indicated (no crimes) that they were low risk.  Sometimes I did agree with the algorithm.  Mainly, though, my consideration was the age, the type of crime being addressed, prior convictions.",I felt they didn't make much sense at all when compared to the data we had on the defendant.,0.766666667,0.813,2,0.813666667,3,0,3,19:20.3
379J5II41OGABD9C6RTTASZ71YZELE,5,Female,2,8,Caucasian,Independent,3,2,3,3,3,3,3,3,3,2,,,0.666666667,0.651,0,0.762666667,5,1,4,24:38.4
3JPSL1DZ5SZX90VL2Z7MR1D5KFYANF,0,Female,2,8,African-American,Democrat,5,4,5,5,0,0,0,0,0,0,no,,,0.701333333,10,0.817666667,,,,05:59.0
3DR23U6WE5EYUQHHF0VKWJ9OUKUTEM,1,Male,3,8,Caucasian,Democrat,3,3,2,3,3,2,3,2,3,3,,,0.733333333,0.757,6,0.792666667,3,1,2,54:55.9
3COPXFW7XBC3OYGKU5X3P4LWQ0UKPQ,3,Female,3,8,African-American,Democrat,3,3,4,5,3,5,3,2,5,3,nil,nil,0.8,0.749666667,3,0.809,3,1,2,13:10.3
3XCC1ODXDLBABEUUK2LPQLXKQR3QRF,4,Female,3,9,Caucasian,Republican,4,4,3,3,2,3,2,2,2,3,,,0.8,0.664,2,0.834333333,1,0,1,11:43.9
3P4RDNWND56GWSNYZP77FSK7OXPIJ2,0,Male,2,8,Caucasian,Democrat,3,3,3,3,0,0,0,0,0,0,,,,0.642666667,12,0.781333333,,,,16:18.1
3E1QT0TDFP9RCBRF8LAGQ2BT9U78I1,5,Female,5,8,Caucasian,Democrat,2,5,5,4,3,2,4,4,4,2,,,0.666666667,0.775,3,0.777666667,1,1,0,01:31.0
3LEP4MGT3G0T6Y90JJTFQ7LHOTHDBV,0,Female,1,8,Asian,Democrat,4,3,2,3,0,0,0,0,0,0,"age, # of prior crimes",,,0.828,2,0.817333333,,,,10:34.5
34S9DKFK73PY5ITOI5L2UNVCN6EYNQ,0,Female,3,8,African-American,Democrat,3,3,4,5,0,0,0,0,0,0,,,,0.622666667,0,0.727333333,,,,02:42.1
3E4GGUZ1T8R7WRFES7MRTRD3ECUK22,2,Male,4,8,Caucasian,Independent,3,3,3,3,2,1,1,2,3,3,"If the algorithm's answer was close to mine sometimes I would change mine to match it, but most of the time it didin't have a whle lot of effect",they were often ridiculous and were very much responsible for my distrust for the algorithm,0.8,0.721,0,0.794333333,0,0,0,27:51.6
3WYGZ5XF3WF01QWCMM1XK9Q7CYCKS8,1,Male,1,3,Caucasian,Independent,2,3,4,3,3,3,4,2,3,2,"I looked at the past crimes and type of crime, then I looked to the algorithm and based my decision around that number.",,0.5,0.731333333,6,0.747666667,5,0,5,00:29.3
3B837J3LDOWMOU97C6AULLCL8HXSRJ,5,Male,2,3,African-American,Independent,3,2,5,3,3,3,4,3,2,5,,,0.666666667,0.833666667,2,0.814333333,3,3,0,42:46.9
3GS6S824SQXUGDYO343E9QAWC6DNWV,1,Male,5,8,Caucasian,Republican,2,2,3,2,2,3,2,2,3,3,,,0.633333333,0.745,6,0.735333333,5,1,4,55:34.5
34T446B1C0EIHJ0CL71FMK7GDFR0CW,3,Male,5,5,Caucasian,Democrat,3,3,3,4,2,2,3,3,4,3,"I made my decision, then checked it against the algorithm's. If there was a big difference, I checked the details again to see if I missed something.",I really didn't. They seemed quite arbitrary.,0.733333333,0.733,1,0.755666667,2,1,1,44:44.1
3K772S5NP8B8PHQMF6EVI060KFFHEV,4,Male,4,9,Caucasian,Democrat,2,1,3,3,4,5,4,3,4,3,,,0.766666667,0.819333333,3,0.795666667,2,1,1,30:33.1
333U7HK6I9FZOH7C7B6WOV4UW62JDE,1,Female,3,8,Caucasian,Democrat,2,3,3,3,2,3,3,3,4,3,,,0.6,0.708666667,3,0.776333333,6,0,6,48:34.5
324G5B4FB38C525GUQT46YF2CBC07T,3,Female,4,9,Asian,Independent,2,2,3,3,3,2,3,3,3,3,it help me to take decision,,0.633333333,0.76,3,0.796,3,0,3,34:57.6
3Y9N9SS8LYBO335N4QE98ON50CDD3Z,2,Male,3,8,Caucasian,Democrat,4,5,5,5,5,5,5,3,4,2,,,0.8,0.759333333,7,0.831333333,1,0,1,13:11.8
3018Q3ZVOIQIOYNDV6O30LIFLCNAR3,0,Male,4,7,Caucasian,Democrat,3,2,4,3,0,0,0,0,0,0,,,,0.644666667,4,0.803,,,,29:31.5
3WMOAN2SRBXH1OYJDUYINORI6MMNVB,4,Female,5,8,Caucasian,Republican,3,3,2,2,3,2,3,2,3,1,,,0.733333333,0.738333333,5,0.794333333,1,1,0,35:12.4
3AUQQEL7U5TEGS6CCOWKCCV5YUA0VE,4,Male,3,8,Caucasian,Independent,1,3,4,4,3,4,3,4,4,2,I took the algorithm into consideration and used it as a baseline figure. I then took into account all other relevant information to either maintain the algorithm rating or to adjust it up or down appropriately based on the information.,the explanations gave insight into how the algorithm came to conclude its scores. It played little into how I made my choices.,0.733333333,0.813666667,3,0.831666667,3,0,3,51:57.3
3VJ40NV2QINK6HU69EYG1V32YM0OTL,1,Female,5,8,Native American,Democrat,3,3,5,4,1,4,4,3,4,5,,,0.833333333,0.785333333,3,0.804,0,1,-1,13:41.3
3QIYRE09Y3H1FCIL6GETG0K2HLJN1W,5,Male,5,4,Caucasian,Independent,2,3,3,3,3,3,4,4,3,2,I tried not to exceed the risk score given by the algorithm.,I generally feel that individuals who commit drug offenses and those who commit violent offenses are more likely to repeat the offense.,0.733333333,0.772,2,0.774666667,0,2,-2,00:11.7
3OS46CRSLFZ9U3SREDC1LD5WBYE6V5,5,Male,2,7,Caucasian,Democrat,4,4,4,4,4,3,3,3,3,3,,,0.7,0.733333333,7,0.816666667,3,0,3,50:03.5
3BXQMRHWKZYB6ROJW39DEN0ZMM7UMQ,0,Male,1,4,Caucasian,Something else,4,4,4,4,0,0,0,0,0,0,,,,0.755333333,1,0.801,,,,24:16.0
3Z7EFSHGN9EQE96NOJQMVYURMQKCXI,0,Male,2,8,Caucasian,Democrat,4,4,4,4,0,0,0,0,0,0,The number of prior crimes committed and the nature of the current crime committed.,,,0.811333333,1,0.831333333,,,,45:02.0
34YB12FSQYOS19NOCYKWA8Z8DSDGMP,1,Female,2,8,Caucasian,Democrat,2,3,4,4,3,4,3,3,5,3,,,0.833333333,0.741666667,9,0.786,3,1,2,13:31.3
3SB5N7Y3O34VYVGHNTXYCBSVASXG05,2,Male,4,9,Asian,Democrat,3,2,3,4,2,2,1,1,4,2,,,0.7,0.788666667,2,0.837666667,1,1,0,31:38.0
34HJIJKLP5WVFGODVPJMOFLIF774VH,5,Male,2,8,Asian,Democrat,2,3,3,3,3,3,3,3,4,3,,,0.666666667,0.751,5,0.753666667,3,2,1,36:28.9
36TFCYNS44AHVHH3AB4N6PR7Z49XH4,2,Female,3,4,Caucasian,Republican,3,3,3,3,3,3,3,3,3,3,I had my own opinion but if the algorithm was close to my opinion it made me more confident ,,0.633333333,0.843666667,4,0.839333333,2,2,0,31:54.0
3JPSL1DZ5SZX90VL2Z7MR1D5L90NAJ,3,Female,4,8,Caucasian,Independent,3,2,2,3,2,2,2,3,3,2,"I felt the algorithm set a base value, I thought about my opinion and proceeded.",,0.7,0.798,0,0.815,2,0,2,49:22.0
3RU7GD8VPOT1CHTSZE65GQC6739SPZ,4,Male,1,9,Caucasian,Republican,3,4,4,3,3,2,4,3,3,2,,,0.866666667,0.663333333,6,0.768333333,1,1,0,28:31.9
3R8YZBNQ9HI0TVAFBONJL46KPFIQ7P,3,Female,6,8,Native American,Republican,3,2,4,4,2,4,5,5,4,3,,,0.866666667,0.794,4,0.793666667,1,1,0,33:32.9
3LRKMWOKB5H2LME0S8P1G61GJ582ZC,5,Male,2,9,Caucasian,Democrat,4,3,4,5,4,4,5,4,5,4,,,0.7,0.771,8,0.804333333,2,0,2,24:41.4
3T3IWE1XG6NNRT7MORQKQ0Y2DWRTQP,2,Male,2,7,Caucasian,Republican,5,4,5,4,2,3,3,4,5,4,,,0.733333333,0.814666667,4,0.828,3,2,1,52:25.5
388U7OUMF71MNLPV34RABF62DT6R0V,4,Male,2,8,Native American,Democrat,4,5,5,4,3,3,3,3,4,4,,,0.7,0.699333333,12,0.807,0,2,-2,34:50.3
31UV0MXWNQC8PT8DAN3DEI127S65I8,3,Male,4,8,African-American,Republican,5,5,5,5,5,5,4,5,4,4,,,0.733333333,0.643,14,0.773333333,5,2,3,32:20.8
3JV9LGBJWTEG1C80PEZ92COD9HHGO8,3,Male,4,8,Caucasian,Republican,3,4,3,4,2,3,3,5,4,1,I used the age and the AI age/number of convictions to put actual age on the AI scale  and slightly used to see where iy would fall,I ,0.733333333,0.75,1,0.852666667,3,0,3,29:11.3
3DUZQ9U6SMOEH1QOLQF4MI1OTMTSVT,4,Female,4,9,Caucasian,Democrat,2,4,4,3,5,2,4,2,3,3,I figured it was pretty accurate and it seemed to be so I followed it. I noticed the older the less chance and of course higher if they had priors,it made sense,0.633333333,0.809666667,4,0.809666667,4,0,4,50:07.4
37UEWGM5HT8MUAADZNVAPKPCHZ91RW,2,Male,3,8,Caucasian,Democrat,4,4,4,4,4,3,3,5,5,3,,,0.866666667,0.773,6,0.761333333,1,4,-3,56:03.6
34T446B1C0EIHJ0CL71FMK7GCXKC00,1,Female,4,8,Caucasian,Independent,3,3,4,3,3,3,3,3,4,4,"The algorithm provided only a hint, but the parameter-based estimation was mine.",,0.866666667,0.695333333,4,0.777333333,2,1,1,04:09.6
3M81GAB8A0JNV7D5O5ZZQ6SG8AXBQU,4,Male,1,5,Caucasian,Democrat,3,2,3,3,4,4,3,3,4,3,,,0.766666667,0.793666667,1,0.788666667,1,0,1,14:45.7
3TVRFO09GKFJHD0T1WJLYHKEH3SXLM,4,Male,2,5,Caucasian,Independent,3,4,3,2,2,3,3,2,3,3,I trusted my own gut rather than just relying on the algorithm and copying what it said,"again, just trusted my gut",0.666666667,0.733333333,0,0.788333333,0,2,-2,02:59.0
39N5ACM9HENJ72XTQ86EZV7GESF9PP,2,Female,6,9,Caucasian,Democrat,4,4,4,4,4,3,4,3,3,3,,,0.766666667,0.704333333,13,0.833,2,0,2,30:30.3
3TYCR1GOTCJ8M8082E76V20PONNZLL,2,Female,2,5,Caucasian,Democrat,4,5,4,5,3,2,3,3,4,3,I always looked for what the algorythm score was and took it into consideration but ultimately made my own decision based on what I thought the person would do. Considering the previous records and the type of crime.,I didnt really use the explanations because for most of the defendents the scoring model didnt apply.,0.733333333,0.738666667,4,0.772,3,0,3,36:18.3
3LKC68YZ3A3CYYY04J3ROFA13Y8WOA,3,Male,4,9,Caucasian,Democrat,3,3,4,3,3,2,3,3,4,1,,,0.8,0.759333333,2,0.780666667,1,1,0,33:48.2
3JMSRU9HQIUD7IL6KVVZX1X9R5AEVN,1,Male,5,11,Caucasian,Democrat,1,3,3,3,3,3,3,3,3,1,,,0.666666667,0.782666667,3,0.733666667,2,2,0,49:19.6
3WS1NTTKEYCPKVKMC9RGUQSJ9I0F0I,2,Male,4,8,Caucasian,Republican,2,2,3,3,2,1,2,3,4,3,"There were quite a few instances where I felt the algorithm was totally wrong and answered accordingly. It would sometimes list rather out in left field. For instance, in one situation, the algorithm would have predicted a low risk score if the number of prior juvenile misdemeanor charges were 7 but the defendant had 0 juvenile misdemeanor charges. So, to me, it didn't make sense. I may not know a lot about criminal minds but I can't see where having juvenile misdemeanor charges would lower the risk. I will admit that I was probably off on many of them but there were many times that the algorithm just didn't make sense so I considered it and adjusted it as I felt it needed to be.",I answered this in the previous question but basically it was because I felt the algorithm was off base. It would state it would give a lower score if the defendant had more juvenile misdemeanor charges than he really had. ,0.733333333,0.735333333,5,0.713333333,4,4,0,56:29.7
3R2PKQ87NW86X0TJ2MKZVKCOS55IMJ,1,Male,4,8,Caucasian,Republican,2,3,4,4,4,4,4,4,3,3,,,0.9,0.790666667,1,0.748666667,3,2,1,13:09.8
39K0FND3AHFRRIALQYSMEMO5FJFAMU,0,Female,4,8,Caucasian,Democrat,3,3,3,3,0,0,0,0,0,0,Previous crimes and convictions.,,,0.760333333,0,0.822,,,,35:31.4
36WLNQG78ZAYY4N0FE4ZWP32PVLEB9,3,Male,2,9,African-American,Democrat,4,2,4,5,2,3,1,4,3,2,,,0.8,0.717666667,3,0.74,1,2,-1,27:02.5
33LKR6A5KEKZAPN53C05PZQU6381TE,5,Female,3,9,Caucasian,Democrat,5,4,5,3,5,4,5,3,4,4,None,None,0.633333333,0.806,4,0.82,2,1,1,20:54.9
3TXMY6UCAEO65C5B25VU1QYYQN8CQX,3,Female,3,4,Caucasian,Democrat,1,2,3,3,5,5,3,3,2,5,I pretty much based my scores off of the algorithm and based it off of the description.,I didn't play them into a factor.,0.7,0.829666667,1,0.829666667,1,0,1,23:36.7
373ERPL3YO8N3UMM16FKVQ879VZRTK,0,Male,2,9,Caucasian,Democrat,5,5,5,5,0,0,0,0,0,0,,,,0.638666667,6,0.817666667,,,,19:13.2
32XVDSJFPZX2MFFHDJZ784574YSM2B,3,Male,3,5,African-American,Something else,2,3,4,4,1,1,3,2,5,2,,,0.733333333,0.739666667,0,0.779333333,2,0,2,39:06.8
3V0Z7YWSIY0LC29QRB0YV0OKUBWV2W1,2,Male,2,8,Caucasian,Independent,2,2,4,4,3,2,3,2,3,2,"I used it as a reference point, but always made my own decision.",I didn't use these explanations for my decisions.,0.666666667,0.774333333,1,0.801666667,2,1,1,27:48.5
3PW9OPU9PQK5QQTSKXG9OCH45Q112R,0,Male,2,8,Caucasian,Democrat,5,3,4,2,0,0,0,0,0,0,,,,0.702666667,13,0.754666667,,,,28:23.0
3UOUJI6MTDEM03NNAABMP4GXUQ2XUP,3,Female,2,8,African-American,Democrat,3,4,4,4,3,4,4,3,4,2,,It helped to think widely about my decisions,0.8,0.788333333,4,0.808,6,1,5,19:15.6
3WJEQKOXA82UVTOWXC9OUU02HVCA1O,2,Female,6,5,Caucasian,Republican,1,2,3,4,3,4,3,3,4,4,I compared what I thought to what the algorithm thought and made an assessment.,Just saw whether my assessment matched or looked like the algorithm.,0.866666667,0.790333333,4,0.800666667,3,0,3,36:48.5
34Z02EIMISDZ302N7TW5BU7K0JKT00,1,Female,4,8,Caucasian,Democrat,1,3,2,2,4,4,4,4,4,3,"I would make up my own mind before looking at the algorithm's choice. We were very close on most but if I felt strongly, I would go with my first choice.",,0.7,0.797333333,2,0.814,2,1,1,43:11.2
3ZPBJO59KP13XBCMJB3BCIOFK6EHD8,5,Female,3,8,Caucasian,Independent,3,3,4,4,2,4,3,3,4,4,"the no of crimes, felony, age, type of crime and even race played a significant factor to determine if they will commit another crime",the age was a factor and the no of previous crime commited,0.766666667,0.721333333,6,0.776666667,2,2,0,22:02.0
3DYGAII7PL8PZ1EF7AH0LQX5OKXPQP,1,Female,3,9,Caucasian,Republican,3,3,3,3,3,4,3,2,4,3,I used the scores as one component of my decision but compared them to similar crimes and previous crimes committed to ultimately make my decision.,,0.766666667,0.837333333,2,0.821,4,1,3,58:36.1
30LB5CDZNCAVPCBMDLLNXI81M4V0ZR,3,Male,3,4,Caucasian,Democrat,3,5,5,5,3,3,2,2,5,5,,,0.766666667,0.615,0,0.726333333,4,1,3,32:36.5
3ERMJ6L4DYS98GCNJVG24VMFFBQ7MI,3,Female,3,8,Caucasian,Democrat,3,3,5,5,5,5,5,5,5,3,,,0.8,0.714333333,11,0.816,2,1,1,28:46.2
37M28K1J0QD1QA40N1FUYUWOBBQAJ4,2,Male,2,8,Caucasian,Democrat,2,3,3,3,3,4,4,4,3,3,,,0.733333333,0.827666667,3,0.840666667,2,1,1,16:08.9
3AWETUDC92S6W7S2HBAT3M8X7HEZIO,2,Female,3,8,Caucasian,Democrat,5,5,5,3,5,5,4,4,5,5,,,0.866666667,0.699,7,0.805,2,3,-1,10:52.5
3LBXNTKX0RVOGBZKCZGVT8TJGL99XM,2,Female,5,7,Caucasian,Democrat,2,3,2,3,3,3,3,3,3,3,,,0.766666667,0.678666667,2,0.768333333,2,0,2,18:58.7
3WLEIWSYHOHGU1E6MMJUGZXBNC12HQ,3,Female,5,8,Caucasian,Democrat,2,2,3,3,2,2,2,2,4,3,I usually went by the number of prior convictions to reach my decision. It was only slightly helpful to use the algorithm.,"Only slightly helpful, as I mainly used the prior convictions listing to determine future offenses.",0.666666667,0.695333333,8,0.834,4,1,3,24:09.7
3ZSY5X72NXB7Q2HE5PTL1G2KBTKORA,5,Female,3,8,Caucasian,Democrat,5,4,4,4,4,4,4,3,3,3,,,0.6,0.85,1,0.863333333,0,1,-1,29:06.1
3XIQGXAUMC8K2SBRX2IBFC2DMOE7XO,4,Female,2,7,Caucasian,Republican,4,4,4,4,2,1,4,3,3,3,if I felt a certain way I examined what that said and seen if it was close to my prediction,I did not,0.7,0.8,4,0.783333333,3,0,3,38:44.1
